siruta,link_harta,cod_LMI,cod_RAN,nume,judet,uat,localitate,punct,reper,categorie,tip,data_modif,bibliografie,y_field,x_field
55909,http://bit.ly/2KVhdcH,CJ-I-s-B-07194,55909.05,Ruine romane de la Suceagu - Chintăul Gilăului,Cluj,Baciu,Suceagu,Chintăul Gilăului,"Ruinele romane se găsesc şi la V-SV de sat, pe dealul Chintăul Gilăului, spre Gilău.",neprecizată,neprecizat,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 860, 593 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 377 [Repertoriu] (sursa fişei de sit)
 
",46.77474,23.43699
55909,http://bit.ly/2KY3PEL,CJ-I-s-B-07193,55909.04,Situl arheologic de la Suceagu - Dealul Halastăului,Cluj,Baciu,Suceagu,Dealul Halastăului,"Situl se află pe dealul Halastăului, care se ridică între valea pârâului Sărjii şi a pârâului Bodăului.",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 860, 590-592 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 377 [Repertoriu] (sursa fişei de sit)
 
",46.77995,23.45328
55909,http://bit.ly/2KX8dny,CJ-I-s-B-07192,55909.03,Aşezarea hallstattiană de la Suceagu - La Orabda,Cluj,Baciu,Suceagu,La Orabda,"Aşezarea a fost descoperită pe Valea Nadăşului, în imediata apropiere a şoselei Cluj-Napoca - Zalău, în imediata apropiere a grajdurilor CAP (Plantextrakt).",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Opreanu, Coriolan, Cronica Cercetărilor Arheologice din România. Campania 2000, CIMEC-Institutul de Memorie Culturală, Bucureşti, 2001, 236-237, 
3. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 958 [Publicaţie] (sursa fişei de sit)
4. Opreanu, Coriolan; Cociş, Sorin, Cronica cercetărilor arheologice din România. Campania 1983 - 1992, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1993, 
5. Opreanu, Coriolan; Cociş, Sorin, Cronica cercetărilor arheologice din România. Campania 1994, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1995, 
6. Opreanu, Coriolan; Cociş, Sorin, Cronica cercetărilor arheologice din România, campania 1995, CIMEC-Institutul de Memorie Culturală, Bucureşti, 1996, 
7. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 860, 589 [Ordin MCC] (sursa fişei de sit)
8. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 377 [Repertoriu] (sursa fişei de sit)
 
",46.77304,23.44306
55909,http://bit.ly/2KUEziw,CJ-I-s-B-07191,55909.02,Situl arheologic de la Suceagu - Cepegheu,Cluj,Baciu,Suceagu,Cepegheu,"Situl se află pe dealul ""Cepegheu"" care se înalţă la 1,2-1,3 km NV de centrul localităţii.",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 860, 586-588 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 375, 377 [Repertoriu] (sursa fişei de sit)
 
",46.78587,23.44927
55909,http://bit.ly/2KY3S3p,CJ-I-s-B-07190,55909.01,Aşezările neolitice de la Suceagu - Adeguş,Cluj,Baciu,Suceagu,Adeguş (Livada cu meri; La Bai),Aşezările se află la NE de sat.,locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 958 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 860, 585 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 375 [Repertoriu] (sursa fişei de sit)
 
",46.79442,23.47637
59666,http://bit.ly/2KVUop3,lipsa cod,59666.05,Aşezarea Wietenberg de la Suatu - La Moară,Cluj,Suatu,Suatu,La Moară,lipsa reper,locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
 
",46.77388,23.96515
59666,http://bit.ly/30zV7C1,CJ-I-s-A-07189,59666.04,Necropola daco-romană de la Suatu - Somoşa,Cluj,Suatu,Suatu,Somoşa,lipsa reper,descoperire funerară,necropolă,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 860, 584 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 373-374 [Repertoriu] (sursa fişei de sit)
 
",46.76527,23.97745
59666,http://bit.ly/30F9eG4,CJ-I-s-B-07188,59666.03,Situl arheologic de la Suatu - Dijmaşi,Cluj,Suatu,Suatu,Dijmaşi,"Situl se află pe ambele maluri ale pârâului Gădălin, în hotarul cu Căianul Mic.",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 860, 851-853 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 373 [Repertoriu] (sursa fişei de sit)
 
",46.80201,23.9359
59666,http://bit.ly/30CtPdZ,CJ-I-s-B-07187,59666.02,Aşezarea romană de la Suatu - Lângă moară,Cluj,Suatu,Suatu,Lângă moară,"Aşezarea se află în centrul satului, lângă moară.",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 859, 580 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 373 [Repertoriu] (sursa fişei de sit)
 
",46.77851,23.96991
59666,http://bit.ly/30xCfDw,CJ-I-s-B-07186,59666.01,Situl arheologic de la Suatu - Fânaţele de Jos,Cluj,Suatu,Suatu,Fânaţele de Jos,"Situl se află la S de pârâul Gădălin, în hotarul cu Căianul Mic.",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 954 [Publicaţie] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 859, 577-579 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 372 [Repertoriu] (sursa fişei de sit)
 
",46.79433,23.9509
57136,http://bit.ly/30zV9tD,lipsa cod,57136.01,Obiecte neolitice la Strâmbu - Obcină,Cluj,Chiuieşti,Strâmbu,Obcină,"Obiectele au fost descoperite pe platoul Obcină, situat la hotarul cu judeţele Maramureş şi Bistriţa-Năsăud.",descoperire izolată,obiect izolat,13.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 949 [Repertoriu] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al judeţului Cluj
judeţului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 372 [Repertoriu] (sursa fişei de sit)
 
",47.33716,23.95401
59381,http://bit.ly/30z1Fkk,lipsa cod,59381.02,"Situl arheologic de la Stolna - Podurile Domneşti, Autostrada Braşov-Borş, tronson 2B, sector Săvădisla-Gilău, km 46+300-46+650",Cluj,Săvădisla,Stolna,"Podurile Domneşti, Autostrada Braşov-Borş, tronson 2B, sector Săvădisla-Gilău, km 46+300-46+650",lipsa reper,locuire,aşezare,13.8.2012,"1. Ursuţiu, Adrian, Cronica Cercetărilor Arheologice din România, Campania 2008 - VALACHICA XXI-XXII, CIMEC-Institutul de Memorie Culturală, Bucureşti, 2009, 
 
",46.71187,23.4023
57500,http://bit.ly/2KX3C4y,CJ-I-s-A-07185,57500.01,Fortificaţia de la Stoiana,Cluj,Corneşti,Stoiana,lipsa punct,Urmele fortificaţiei se pot observa la N de sat.,fortificaţie,fortificaţie,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 947 [Repertoriu] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 859, 576 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 370 [Repertoriu] (sursa fişei de sit)
 
",47.02857,23.66637
58785,http://bit.ly/2KWnuVp,CJ-I-s-B-07184,58785.02,Tumulii de la Stejeriş - Gâlmee,Cluj,Moldoveneşti,Stejeriş,Gâlmee,"Tumulii se pot observa la intrarea în sat, pe înălţimea ""Gâlmee"", ce desparte valea Stejărişului de Măhăceni.",descoperire funerară,tumul,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 859, 575 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 369 [Repertoriu] (sursa fişei de sit)
4. Cronica cercatărilor aheologice din România, campania 2014, Institutul Național al Patrimoniului, 2015, 184-185, 
 
",46.45397,23.73965
58785,http://bit.ly/2KXA5rF,CJ-I-s-B-07183,58785.01,Situl arheologic de la Stejeriş - Izvorul Rece,Cluj,Moldoveneşti,Stejeriş,Izvorul Rece,"Situl se află în punctul numit ""Izvorul Rece"", situat în capătul satului spre pădure.",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 946 [Repertoriu] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 859, 571-574 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 369 [Repertoriu] (sursa fişei de sit)
5. Cronica cercatărilor aheologice din România, campania 2014, Institutul Național al Patrimoniului, 2015, 184-185, 
 
",46.4574,23.73824
57822,http://bit.ly/2KXbTFL,CJ-I-s-B-07182,57822.05,Aşezarea medievală de la Soporu de Câmpie,Cluj,Frata,Soporu De Câmpie,lipsa punct,"Aşezarea se află de o parte şi de alta a şoselei Sopor-Câmpia Turzii, la circa 400-500 m S spre cimitirul daco-roman.",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 859, 570 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 368-369 [Repertoriu] (sursa fişei de sit)
 
",46.68201,23.99637
57822,http://bit.ly/2KXA8Un,CJ-I-s-A-07181,57822.04,Necropola medievală de la Soporu de Câmpie - Poderei,Cluj,Frata,Soporu De Câmpie,Poderei,lipsa reper,descoperire funerară,necropolă,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 859, 569 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 368 [Repertoriu] (sursa fişei de sit)
 
",46.69826,24.00094
57822,http://bit.ly/2KXbXoZ,CJ-I-s-A-07180,57822.03,Situl arheologic de la Soporu de Câmpie - Cuntenit,Cluj,Frata,Soporu De Câmpie,Cuntenit (Hodaie),"Situl se află la poalele dealului ""Cuntenit"", situat la circa 2 km spre S de sat.",locuire,aşezare şi necropolă,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 858-859, 564-568 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 366-368 [Repertoriu] (sursa fişei de sit)
 
",46.68863,23.99815
57822,http://bit.ly/30wufTj,CJ-I-s-A-07179,57822.02,Situl arheologic de la Soporu de Câmpie - Sânişoara,Cluj,Frata,Soporu De Câmpie,Sânişoara (Răzoare),Situl se află la V de sat.,locuire,aşezare şi necropolă,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 560-563 [Ordin MCC] (sursa fişei de sit)
3. Crișan I. H., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 366 [Repertoriu] (sursa fişei de sit)
 
",46.6962,23.96961
57939,http://bit.ly/2KXAgTR,CJ-I-s-A-07177,57939.02,Situl arheologic de la Someşu Rece - Cetate,Cluj,Gilău,Someşu Rece,Cetate,"Situl se află în apropiere de ""Peştera Oaselor"".",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 939 [Repertoriu] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 857, 551-555 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 364-366 [Repertoriu] (sursa fişei de sit)
 
",46.71655,23.34262
57939,http://bit.ly/30CFTMi,CJ-I-s-A-20245,57939.01,Aşezarea paleolitică de la Someşu Rece - Peştera Oaselor,Cluj,Gilău,Someşu Rece,Peştera Oaselor,"Aşezarea a fost descoperită în ""Peştera Oaselor"" de lângă sat.",locuire civilă,aşezare,13.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 858, 556 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 364 [Repertoriu] (sursa fişei de sit)
 
",46.71853,23.34144
55758,http://bit.ly/30xCjTM,CJ-I-s-B-07174,55758.07,Aşezarea de la Sânnicoară - Ferma Palocsay,Cluj,Apahida,Sânnicoară,Ferma Palocsay,"Aşezarea se află pe malul Someşului, pe terenul fermei Palocsay, aproape de cotul Someşului spre aeroport.",locuire civilă,aşezare,10.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 857, 547-549 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 357 [Repertoriu] (sursa fişei de sit)
 
",46.78703,23.7233
55758,http://bit.ly/30ACBcp,CJ-I-s-B-07173,55758.06,Tumulii de la Sânnicoară - La NE de halta Dezmir,Cluj,Apahida,Sânnicoară,La NE de halta Dezmir,Tumulii se află la NE de halta Dezmir.,descoperire funerară,tumul,10.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 857, 546 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 357 [Repertoriu] (sursa fişei de sit)
 
",46.79257,23.73678
55758,http://bit.ly/2KXAmuH,CJ-I-s-B-07171,55758.04,Aşezarea romană de la Sânnicoară - După capul satului,Cluj,Apahida,Sânnicoară,După capul satului,"Aşezarea se află la NV de sat, pe dealul de pe malul stâng al râului.",locuire civilă,aşezare,10.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 857, 542 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 356 [Repertoriu] (sursa fişei de sit)
 
",46.78703,23.7233
55758,http://bit.ly/30AGrSX,CJ-I-s-B-07170,55758.03,Aşezarea romană de la Sânnicoară,Cluj,Apahida,Sânnicoară,lipsa punct,Aşezarea se află la S de sat.,locuire civilă,aşezare,10.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 856, 541 [Ordin MCC] (sursa fişei de sit)
3. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 356 [Repertoriu] (sursa fişei de sit)
 
",46.78703,23.7233
55758,http://bit.ly/2KXApGT,CJ-I-s-B-07168,55758.01,Aşezarea preistorică de la Sânnicoară,Cluj,Apahida,Sânnicoară,lipsa punct,"Aşezarea este situată pe malul stâng al Someşului, în apropiere de sat.",locuire civilă,aşezare şi necropolă,10.8.2012,"1. DMASI, Proiectul Listei Monumentelor Istorice, 1991 [Proiect LMI] (sursa fişei de sit)
2. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 892 [Repertoriu] (sursa fişei de sit)
3. Lista Monumentelor Istorice, MO nr. 646 bis /16/07/2004, Ordinul ministrului culturii şi cultelor nr. 2.314/ 2004, vol. I, București, 2004, 856, 539 [Ordin MCC] (sursa fişei de sit)
4. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 157 [Repertoriu] (sursa fişei de sit)
 
",46.78703,23.7233
59443,http://bit.ly/30MvuxC,CJ-II-m-B-07755,59443.01,Biserica medievală de la Sâncraiu,Cluj,Sâncraiu,Sâncraiu,lipsa punct,lipsa reper,structură de cult/religioasă,biserică,10.8.2012,"1. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 353 [Repertoriu] (sursa fişei de sit)
 
",46.83088,22.98494
59425,http://bit.ly/30Db9em,lipsa cod,59425.02,Aşezarea neolitică Iclod de la Sic - Chirileu,Cluj,Sic,Sic,Chirileu (Kerülö),Aşezarea se află pe vârful dealului Chirileu.,locuire civilă,aşezare,10.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 924 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 344 [Repertoriu] (sursa fişei de sit)
 
",46.93097,23.8958
59425,http://bit.ly/30F9qFi,lipsa cod,59425.01,Aşezarea neolitică de la Sic - Surlo,Cluj,Sic,Sic,Surlo,lipsa reper,locuire civilă,aşezare,10.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 924 [Publicaţie] (sursa fişei de sit)
 
",46.92574,23.88859
59425,http://bit.ly/30CogfH,lipsa cod,59425.04,"Aşezări neolitice la Sic - Seleci, Dorma Mică, Valea Sărată, Pământul lui Mihács",Cluj,Sic,Sic,"Seleci, Dorma Mică, Valea Sărată, Pământul lui Mihács",lipsa reper,locuire civilă,aşezare,10.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 924 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al  județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 345-353 [Repertoriu] (sursa fişei de sit)
 
",46.93097,23.8958
59425,http://bit.ly/2KXAwlN,lipsa cod,59425.03,Aşezarea eneolitică de la Sic - Valea Rechet,Cluj,Sic,Sic,Valea Rechet (Reketvölgy),"Aşezarea se află la SV de centrul comunei, în valea Rechet, la circa 400 m faţă de dealul Rechet, la aproximativ 200 m E faţă de Dâmbul Caloda.",locuire civilă,aşezare,10.8.2012,"1. Maxim, Zoia, Neo-Eneoliticul din Transilvania. Date arheologice şi matematico-statistice, 1999, 924 [Publicaţie] (sursa fişei de sit)
2. Crişan, I. H.; Bărbulescu, M.; Chirilă, E.; Vasiliev, V.; Winkler, I., Repertoriul arheologic al județului Cluj, Muzeul de Istorie al Transilvaniei, Biblioteca Musei Napocensis V, Cluj-Napoca, 1992, 342, 344 [Repertoriu] (sursa fişei de sit)
 
",46.92676,23.87383
